xpath,frequency,uniques
/dictionary/body/p/cs/mcol/ety/ets/,12,12
/dictionary/body/p/def/styp/cref/,2,2
/dictionary/body/p/q/stype/,6,6
/dictionary/body/p/ety/publ/,2,2
/dictionary/body/p/cs/see/cref/,4,3
/dictionary/body/p/def/as/mark/,2,2
/dictionary/body/p/note/it/,410,256
/dictionary/body/p/ety/tran/,10,8
/dictionary/body/p/cs/cd/chform/,305,279
/dictionary/body/p/usage/as/ex/,410,248
/dictionary/body/p/note/stype/colf/,26,26
/dictionary/body/p/note/altname/ord/,1,1
/dictionary/body/p/as/ex/,8,7
/dictionary/body/p/note/pr/,48,41
/dictionary/body/p/ety/b/,8,8
/dictionary/body/p/note/img/@src,1,1
/dictionary/body/p/cs/cd/mathex/exp/,30,10
/dictionary/body/p/altsp/asp/gen/,2,2
/dictionary/body/p/qex/,50,41
/dictionary/body/p/q/ex/,50,47
/dictionary/body/p/q/rj/qau/,2,2
/dictionary/body/p/cs/cd/pluf/,2,2
/dictionary/body/p/def/etsep/plain/,2,2
/dictionary/body/p/ety/asp/,8,8
/dictionary/body/p/def2/def/class/,10,8
/dictionary/body/p/cd/,135,81
/dictionary/body/p/cs/mcol/col/,1035,30
/dictionary/body/p/cs/mcol/cd/xex/,4,4
/dictionary/body/p/cs/cd/prodmac/,2,2
/dictionary/body/p/bio/er/,2,2
/dictionary/body/p/cs/cd/pbr/,4,2
/dictionary/body/p/def/plu/,8,5
/dictionary/body/p/def2/mark/,31,12
/dictionary/body/p/usage/q/,30,28
/dictionary/body/p/usage/ref/,12,11
/dictionary/front/div0/ab.entry/ab.full/it/,5,5
/dictionary/body/p/usage/def/as/it/,2,2
/dictionary/body/p/note/subphylum/er/,4,4
/dictionary/body/p/q/qex/plain/,2,2
/dictionary/body/p/note/extendedtype/,2,2
/dictionary/body/p/syn/er/,3366,1860
/dictionary/body/p/syn/sd/,2,2
/dictionary/body/p/note/gen/,284,254
/dictionary/body/p/def/wordforms/,2,2
/dictionary/body/p/q/sc/,6,6
/dictionary/body/p/bio/city/,64,50
/dictionary/body/p/mcol/,6,2
/dictionary/body/p/def/note/mark/,2,2
/dictionary/body/p/def/i/,1,1
/dictionary/body/p/altsp/ets/,12,8
/dictionary/body/p/syn/subs/,4,3
/dictionary/body/p/def/as/partof/,2,2
/dictionary/body/p/altsp/asp/,6330,3186
/dictionary/body/p/def/col/it/,1,1
/dictionary/body/p/cs/mcol/i/,35,3
/dictionary/body/p/mord/pos/,20,14
/dictionary/body/p/note/mcol/col/,6,4
/dictionary/body/p/note/subtypes/col/b/,6,6
/dictionary/body/p/cs/cd/city/,16,15
/dictionary/body/p/nmorph/pr/it/,2,2
/dictionary/body/p/table/frac/,10,6
/dictionary/body/p/def/cd/,1,1
/dictionary/body/p/note/class/,98,59
/dictionary/body/p/def2/au/,21,21
/dictionary/body/p/def/itrans/,2,2
/dictionary/body/p/vmorph/conjf/pr/,2,2
/dictionary/body/p/def/q/br/,2,2
/dictionary/body/p/syn/chname/,11,11
/dictionary/body/p/note/mark/,9,7
/dictionary/body/p/def/ety/ets/,4,4
/dictionary/body/p/def/altname/spn/,1,1
/dictionary/body/p/note/picatype/,1,1
/dictionary/body/p/def/singw/it/,1,1
/dictionary/body/p/def/class/,141,108
/dictionary/body/p/def/as/ant/,12,12
/dictionary/body/p/cs/cd/styp/ecol/b/,1,1
/dictionary/body/p/cd/contr/,6,6
/dictionary/body/p/def/altname/ord/,21,21
/dictionary/body/p/illust/matrix/,2,2
/dictionary/body/p/note/nonpareiltype/,2,2
/dictionary/body/p/caption/spn/,2,2
/dictionary/body/p/see/,169,10
/dictionary/body/p/note/sn/,6,6
/dictionary/body/p/def/street/,4,3
/dictionary/body/p/see/er/,409,204
/dictionary/body/p/cs/cd/cref/,1827,1081
/dictionary/body/p/vmorph/pos/,24632,100
/dictionary/body/p/def/causedby/spn/,2,2
